day,month,year,waterbody,site,depth,reps,variable,value
5,7,2017,yawgoo,6,int,1,phyco_rfu,528.54
5,7,2017,yawgoo,6,int,2,phyco_rfu,522.41
5,7,2017,yawgoo,6,int,1,filter_vol,400
5,7,2017,yawgoo,p,int,1,phyco_rfu,514.15
5,7,2017,yawgoo,p,int,2,phyco_rfu,529.25
5,7,2017,yawgoo,p,int,3,phyco_rfu,538.25
5,7,2017,yawgoo,p,int,1,filter_vol,400
5,7,2017,warwick,blank,int,1,blank,477.91
5,7,2017,warwick,blank,int,2,blank,487.41
5,7,2017,warwick,1,int,1,phyco_rfu,492.63
5,7,2017,warwick,1,int,2,phyco_rfu,513.05
5,7,2017,warwick,1,int,1,filter_vol,200
5,7,2017,warwick,2,int,1,phyco_rfu,497.93
5,7,2017,warwick,2,int,2,phyco_rfu,516.44
5,7,2017,warwick,2,int,1,filter_vol,200
5,7,2017,warwick,3,int,1,phyco_rfu,520.39
5,7,2017,warwick,3,int,2,phyco_rfu,502.26
5,7,2017,warwick,3,int,1,filter_vol,200
5,7,2017,warwick,4,int,1,phyco_rfu,517.1
5,7,2017,warwick,4,int,2,phyco_rfu,524.75
5,7,2017,warwick,4,int,1,filter_vol,200
5,7,2017,warwick,5,int,1,phyco_rfu,518.24
5,7,2017,warwick,5,int,2,phyco_rfu,518.97
5,7,2017,warwick,5,int,1,filter_vol,200
5,7,2017,warwick,6,int,1,phyco_rfu,520.33
5,7,2017,warwick,6,int,2,phyco_rfu,529.78
5,7,2017,warwick,6,int,1,filter_vol,200
5,7,2017,warwick,p,int,1,phyco_rfu,548.75
5,7,2017,warwick,p,int,2,phyco_rfu,518.77
5,7,2017,warwick,p,int,3,phyco_rfu,536.19
5,7,2017,warwick,p,int,1,filter_vol,200
10,7,2017,yawgoo,blank,int,1,blank,496.25
10,7,2017,yawgoo,blank,int,2,blank,516.07
10,7,2017,yawgoo,1,int,1,phyco_rfu,507.37
10,7,2017,yawgoo,1,int,2,phyco_rfu,510.58
10,7,2017,yawgoo,1,int,1,filter_vol,400
10,7,2017,yawgoo,2,int,1,phyco_rfu,520.52
10,7,2017,yawgoo,2,int,2,phyco_rfu,532.38
10,7,2017,yawgoo,2,int,1,filter_vol,400
10,7,2017,yawgoo,3,int,1,phyco_rfu,507.54
10,7,2017,yawgoo,3,int,2,phyco_rfu,518.57
10,7,2017,yawgoo,3,int,1,filter_vol,400
10,7,2017,yawgoo,4,int,1,phyco_rfu,523.84
10,7,2017,yawgoo,4,int,2,phyco_rfu,519.27
10,7,2017,yawgoo,4,int,1,filter_vol,400
10,7,2017,yawgoo,5,int,1,phyco_rfu,525.97
10,7,2017,yawgoo,5,int,2,phyco_rfu,525.86
10,7,2017,yawgoo,5,int,1,filter_vol,400
10,7,2017,yawgoo,6,int,1,phyco_rfu,509.87
10,7,2017,yawgoo,6,int,2,phyco_rfu,529.06
10,7,2017,yawgoo,6,int,1,filter_vol,400
10,7,2017,yawgoo,p,int,1,phyco_rfu,533.21
10,7,2017,yawgoo,p,int,2,phyco_rfu,525.3
10,7,2017,yawgoo,p,int,3,phyco_rfu,541
10,7,2017,yawgoo,p,int,1,filter_vol,400
10,7,2017,warwick,blank,int,1,blank,504.41
10,7,2017,warwick,blank,int,2,blank,521.8
10,7,2017,warwick,1,int,1,phyco_rfu,533.43
10,7,2017,warwick,1,int,2,phyco_rfu,532.34
10,7,2017,warwick,1,int,1,filter_vol,200
10,7,2017,warwick,2,int,1,phyco_rfu,510.21
10,7,2017,warwick,2,int,2,phyco_rfu,526.66
10,7,2017,warwick,2,int,1,filter_vol,200
10,7,2017,warwick,3,int,1,phyco_rfu,537.44
10,7,2017,warwick,3,int,2,phyco_rfu,524.11
10,7,2017,warwick,3,int,1,filter_vol,200
10,7,2017,warwick,4,int,1,phyco_rfu,544.65
10,7,2017,warwick,4,int,2,phyco_rfu,575.24
10,7,2017,warwick,4,int,1,filter_vol,200
10,7,2017,warwick,5,int,1,phyco_rfu,538.44
10,7,2017,warwick,5,int,2,phyco_rfu,565.08
10,7,2017,warwick,5,int,1,filter_vol,200
10,7,2017,warwick,6,int,1,phyco_rfu,516.41
10,7,2017,warwick,6,int,2,phyco_rfu,532.68
